"V1" "V2"
"670" 12680 0
"671" 12681 0
"672" 12685 0
"673" 12688 0
"674" 1269 0
"675" 12691 0
"676" 12701 0
"677" 12707 0
"678" 12712 0
"679" 12719 0
"680" 1272 0
"681" 12721 0
"682" 12722 0
"683" 12723 0
"684" 12726 0
"685" 1273 0
"686" 12735 0
"687" 12741 0
"688" 12742 0
"689" 12749 0
"690" 12753 0
"691" 12760 0
"692" 12769 0
"693" 1277 0
"694" 12773 0
"695" 12782 0
"696" 12786 0
"697" 12796 0
"698" 12798 0
"699" 12800 0
"700" 12803 0
"701" 12807 0
"702" 12808 0
"703" 12811 0
"704" 12813 0
"705" 12816 0
"706" 12822 0
"707" 12824 0
"708" 12826 0
"709" 12829 0
"710" 1283 0
"711" 12830 0
"712" 12832 0
"713" 12835 0
"714" 12839 0
"715" 12851 0
"716" 12852 0
"717" 12858 0
"718" 1286 0
"719" 12861 0
"720" 12864 0
"721" 12870 0
"722" 12872 0
"723" 12875 0
"724" 12882 0
"725" 12885 0
"726" 12886 0
"727" 12891 0
"728" 12895 0
"729" 12901 0
"730" 12905 0
"731" 12906 0
"732" 12907 0
"733" 1291 0
"734" 12913 0
"735" 12914 0
"736" 12916 0
"737" 12918 0
"738" 12926 0
"739" 12928 0
"740" 12932 0
"741" 12937 0
"742" 12944 0
"743" 12946 0
"744" 12948 0
"745" 12960 0
"746" 12963 0
"747" 12968 0
"748" 12977 0
"749" 12980 0
"750" 12981 0
"751" 12992 0
"752" 13 0
"753" 130 0
"754" 1300 0
"755" 13007 0
"756" 13012 0
"757" 13014 0
"758" 13015 0
"759" 13026 0
"760" 13036 0
"761" 13038 0
"762" 13040 0
"763" 13045 0
"764" 13058 0
"765" 1306 0
"766" 13066 0
"767" 13068 0
"768" 1308 0
"769" 13080 0
"770" 13084 0
"771" 13091 0
"772" 13092 0
"773" 13104 0
"774" 13106 0
"775" 13108 0
"776" 13109 0
"777" 13112 0
"778" 13113 0
"779" 13117 0
"780" 13127 0
"781" 13128 0
"782" 13131 0
"783" 13134 0
"784" 13137 0
"785" 13139 0
"786" 13143 0
"787" 13145 0
"788" 13148 0
"789" 13153 0
"790" 13154 0
"791" 13162 0
"792" 13164 0
"793" 13167 0
"794" 13169 0
"795" 1317 0
"796" 13186 0
"797" 13188 0
"798" 13197 0
"799" 13202 0
"800" 13205 0
"801" 13212 0
"802" 13213 0
"803" 13215 0
"804" 13216 0
"805" 13218 0
"806" 13219 0
"807" 1322 0
"808" 13220 0
"809" 13225 0
"810" 13232 0
"811" 13236 0
"812" 13239 0
"813" 1325 0
"814" 13265 0
"815" 13270 0
"816" 13281 0
"817" 13296 0
"818" 13299 0
"819" 13301 0
"820" 13302 0
"821" 13304 0
"822" 13315 0
"823" 13318 0
"824" 13322 0
"825" 13324 0
"826" 13325 0
"827" 13328 0
"828" 13329 0
"829" 13337 0
"830" 13343 0
"831" 13347 0
"832" 13348 0
"833" 13352 0
"834" 13355 0
"835" 13357 0
"836" 13358 0
"837" 13361 0
"838" 13364 0
"839" 13377 0
"840" 13380 0
"841" 13385 0
"842" 13386 0
"843" 13390 0
"844" 13392 0
"845" 13399 0
"846" 13406 0
"847" 13407 0
"848" 13409 0
"849" 13414 0
"850" 13420 0
"851" 13423 0
"852" 13428 0
"853" 13429 0
"854" 1343 0
"855" 13439 0
"856" 1344 0
"857" 13440 0
"858" 13444 0
"859" 13457 0
"860" 13460 0
"861" 13464 0
"862" 13465 0
"863" 13467 0
"864" 1348 0
"865" 13481 0
"866" 13486 0
"867" 13488 0
"868" 13512 0
"869" 13519 0
"870" 13520 0
"871" 13521 0
"872" 13524 0
"873" 13537 0
"874" 13547 0
"875" 1355 0
"876" 13556 0
"877" 13558 0
"878" 13563 0
"879" 13564 0
"880" 13565 0
"881" 13566 0
"882" 13568 0
"883" 13570 0
"884" 13572 0
"885" 13573 0
"886" 13575 0
"887" 13586 0
"888" 1360 0
"889" 13604 0
"890" 1361 0
"891" 13625 0
"892" 13645 0
"893" 1365 0
"894" 13660 0
"895" 13661 0
"896" 13665 0
"897" 13669 0
"898" 13674 0
"899" 13678 0
"900" 13687 0
"901" 13710 0
"902" 13712 0
"903" 13719 0
"904" 13720 0
"905" 13721 0
"906" 13722 0
"907" 13723 0
"908" 13724 0
"909" 13727 0
"910" 1373 0
"911" 13730 0
"912" 13734 0
"913" 13737 0
"914" 1374 0
"915" 13744 0
"916" 13748 0
"917" 13750 0
"918" 13752 0
"919" 13755 0
"920" 13756 0
"921" 13757 0
"922" 13765 0
"923" 13774 0
"924" 13779 0
"925" 13781 0
"926" 13783 0
"927" 13787 0
"928" 13792 0
"929" 13794 0
"930" 13797 0
"931" 13800 0
"932" 13802 0
"933" 13807 0
"934" 13811 0
"935" 13819 0
"936" 1382 0
"937" 13820 0
"938" 13826 0
"939" 13829 0
"940" 1383 0
"941" 13830 0
"942" 13831 0
"943" 13835 0
"944" 13839 0
"945" 13841 0
"946" 13843 0
"947" 13845 0
"948" 13846 0
"949" 13849 0
"950" 13852 0
"951" 13854 0
"952" 13855 0
"953" 13863 0
"954" 13865 0
"955" 13867 0
"956" 13873 0
"957" 13877 0
"958" 13879 0
"959" 13881 0
"960" 13887 0
"961" 13898 0
"962" 13900 0
"963" 13907 0
"964" 13916 0
"965" 13917 0
"966" 1392 0
"967" 13920 0
"968" 13921 0
"969" 13922 0
"970" 13931 0
"971" 13932 0
"972" 13934 0
"973" 13936 0
"974" 13941 0
"975" 13942 0
"976" 13948 0
"977" 13949 0
"978" 13962 0
"979" 13972 0
"980" 13974 0
"981" 1398 0
"982" 13989 0
"983" 14000 0
"984" 14009 0
"985" 1401 0
"986" 14016 0
"987" 14019 0
"988" 1402 0
"989" 14022 0
"990" 14023 0
"991" 14025 0
"992" 14027 0
"993" 14034 0
"994" 14036 0
"995" 14037 0
"996" 14041 0
"997" 14044 0
"998" 14047 0
"999" 1405 0
"1000" 14054 0
"1001" 14055 0
"1002" 14056 0
"1003" 14059 0
"1004" 1406 0
"1005" 14066 0
"1006" 14074 0
"1007" 14078 0
"1008" 14079 0
"1009" 14083 0
"1010" 14090 0
"1011" 14099 0
"1012" 14100 0
"1013" 14105 0
"1014" 14108 0
"1015" 14109 0
"1016" 14111 0
"1017" 14114 0
"1018" 14117 0
"1019" 14119 0
"1020" 14124 0
"1021" 14125 0
"1022" 14138 0
"1023" 14139 0
"1024" 14152 0
"1025" 14154 0
"1026" 14155 0
"1027" 14163 0
"1028" 14166 0
"1029" 14168 0
"1030" 14170 0
"1031" 14174 0
"1032" 14185 0
"1033" 14188 0
"1034" 14191 0
"1035" 14193 0
"1036" 14198 0
"1037" 14201 0
"1038" 14202 0
"1039" 14204 0
"1040" 14205 0
"1041" 14207 0
"1042" 14212 0
"1043" 14216 0
"1044" 14223 0
"1045" 14225 0
"1046" 14228 0
"1047" 1423 0
"1048" 14233 0
"1049" 14249 0
"1050" 14256 0
"1051" 14260 0
"1052" 14266 0
"1053" 14271 0
"1054" 14276 0
"1055" 14278 0
"1056" 1428 0
"1057" 14291 0
"1058" 14305 0
"1059" 14309 0
"1060" 14314 0
"1061" 14316 1
"1062" 14318 0
"1063" 14321 0
"1064" 14326 0
"1065" 14327 0
"1066" 14328 0
"1067" 14329 0
"1068" 14331 0
"1069" 14333 0
"1070" 14338 0
"1071" 14343 0
"1072" 14344 0
"1073" 14346 0
"1074" 14368 0
"1075" 14370 0
"1076" 14382 0
"1077" 14391 0
"1078" 14399 0
"1079" 144 0
"1080" 14400 0
"1081" 14411 0
"1082" 14412 0
"1083" 14422 0
"1084" 14423 0
"1085" 14426 0
"1086" 14431 0
"1087" 14432 0
"1088" 14434 0
"1089" 14436 0
"1090" 14440 0
"1091" 14444 0
"1092" 14447 0
"1093" 14448 0
"1094" 1445 0
"1095" 14460 0
"1096" 14463 0
"1097" 14467 0
"1098" 14471 0
"1099" 14474 0
"1100" 14476 0
"1101" 14478 0
"1102" 14479 0
"1103" 14488 0
"1104" 14496 0
"1105" 14499 0
"1106" 14504 0
"1107" 14506 0
"1108" 14518 0
"1109" 1452 0
"1110" 14523 0
"1111" 14525 0
"1112" 14526 0
"1113" 14528 0
"1114" 1453 0
"1115" 14530 0
"1116" 14531 0
"1117" 14534 0
"1118" 14539 0
"1119" 14542 0
"1120" 14546 1
"1121" 1455 0
"1122" 14551 0
"1123" 14555 0
"1124" 14557 0
"1125" 14558 0
"1126" 14564 0
"1127" 14565 0
"1128" 14572 0
"1129" 14587 0
"1130" 14589 0
"1131" 1459 0
"1132" 14590 0
"1133" 14594 0
"1134" 14596 0
"1135" 146 0
"1136" 14612 0
"1137" 14618 0
"1138" 14625 0
"1139" 14626 0
"1140" 14629 0
"1141" 1463 0
"1142" 14635 0
"1143" 14638 0
"1144" 1464 0
"1145" 14642 0
"1146" 14648 0
"1147" 14649 0
"1148" 14654 0
"1149" 14662 0
"1150" 14665 0
"1151" 14666 0
"1152" 14672 0
"1153" 14673 0
"1154" 14679 0
"1155" 14686 0
"1156" 14690 0
"1157" 147 0
"1158" 1470 0
"1159" 14700 0
"1160" 14703 0
"1161" 14704 0
"1162" 14712 0
"1163" 14715 0
"1164" 14716 0
"1165" 14721 0
"1166" 14724 0
"1167" 14725 0
"1168" 14735 0
"1169" 14741 0
"1170" 14747 0
"1171" 14756 0
"1172" 14759 0
"1173" 14762 0
"1174" 14765 0
"1175" 14778 0
"1176" 14779 0
"1177" 14780 0
"1178" 14781 0
"1179" 14782 0
"1180" 14783 0
"1181" 14784 0
"1182" 14789 0
"1183" 14797 0
"1184" 148 0
"1185" 14817 0
"1186" 14819 0
"1187" 14822 0
"1188" 14841 0
"1189" 14844 0
"1190" 14845 0
"1191" 14848 0
"1192" 1485 0
"1193" 14852 0
"1194" 14853 0
"1195" 14854 0
"1196" 14855 0
"1197" 14861 0
"1198" 14871 0
"1199" 14872 0
"1200" 14873 0
"1201" 14874 0
"1202" 14875 0
"1203" 14876 0
"1204" 14883 0
"1205" 14884 0
"1206" 14899 0
"1207" 1490 0
"1208" 14901 0
"1209" 14903 0
"1210" 14904 0
"1211" 1491 0
"1212" 14918 0
"1213" 14927 0
"1214" 14931 0
"1215" 14938 0
"1216" 14943 0
"1217" 14945 0
"1218" 14973 0
"1219" 14976 0
"1220" 14980 0
"1221" 14985 0
"1222" 14991 0
"1223" 14993 0
"1224" 14999 0
"1225" 15002 0
"1226" 15007 0
"1227" 15009 0
"1228" 15016 0
"1229" 15019 0
"1230" 15024 0
"1231" 15032 0
"1232" 15033 0
"1233" 15034 0
"1234" 15035 0
"1235" 15039 0
"1236" 15041 0
"1237" 15042 0
"1238" 15043 0
"1239" 15045 0
"1240" 15058 0
"1241" 1506 0
"1242" 15073 0
"1243" 15074 0
"1244" 15079 0
"1245" 15087 0
"1246" 15093 0
"1247" 15097 0
"1248" 15100 0
"1249" 15105 0
"1250" 15111 0
"1251" 15112 0
"1252" 15113 0
"1253" 15114 0
"1254" 15124 0
"1255" 15125 0
"1256" 15132 0
"1257" 15137 0
"1258" 15139 0
"1259" 15140 0
"1260" 15142 0
"1261" 15144 0
"1262" 15145 0
"1263" 15150 0
"1264" 15151 0
"1265" 15154 0
"1266" 15160 0
"1267" 15163 0
"1268" 15167 0
"1269" 15173 0
"1270" 15182 0
"1271" 15183 0
"1272" 15186 0
"1273" 15189 0
"1274" 1519 0
"1275" 15197 0
"1276" 15198 0
"1277" 1520 0
"1278" 15203 0
"1279" 15207 0
"1280" 15211 0
"1281" 15213 0
"1282" 15237 0
"1283" 15240 0
"1284" 1525 0
"1285" 15258 0
"1286" 15260 0
"1287" 15263 0
"1288" 15275 0
"1289" 15279 0
"1290" 1528 0
"1291" 15280 0
"1292" 15288 0
"1293" 15290 0
"1294" 15292 0
"1295" 15296 0
"1296" 15298 0
"1297" 1530 0
"1298" 15306 0
"1299" 15313 0
"1300" 15320 0
"1301" 15322 0
"1302" 15324 0
"1303" 15325 0
"1304" 15328 0
"1305" 15335 0
"1306" 15338 0
"1307" 15340 0
"1308" 15353 0
"1309" 15364 0
"1310" 15366 0
"1311" 15367 0
"1312" 1537 0
"1313" 15379 0
"1314" 15385 0
"1315" 15386 0
"1316" 1539 0
"1317" 15394 0
"1318" 1540 0
"1319" 15412 0
"1320" 15415 0
"1321" 15438 0
"1322" 15445 0
"1323" 15446 0
"1324" 15453 0
"1325" 15455 0
"1326" 15462 0
"1327" 15469 0
"1328" 1547 0
"1329" 15476 0
"1330" 15480 0
"1331" 15486 0
"1332" 15487 0
"1333" 15490 0
"1334" 15491 0
"1335" 15493 0
"1336" 15494 0
"1337" 1550 0
"1338" 15501 0
"1339" 15509 0
"1340" 1551 0
"1341" 15514 0
"1342" 15518 0
"1343" 15519 0
"1344" 15522 0
"1345" 15524 0
"1346" 15551 0
"1347" 15553 0
"1348" 15555 0
"1349" 15560 0
"1350" 15567 0
"1351" 15571 0
"1352" 15577 0
"1353" 15580 0
"1354" 15582 0
"1355" 15584 0
"1356" 15585 0
"1357" 15586 0
"1358" 15587 0
"1359" 15588 0
"1360" 15589 0
"1361" 15599 0
"1362" 15606 0
"1363" 1561 0
"1364" 15620 0
"1365" 15621 0
"1366" 15622 0
"1367" 15627 0
"1368" 15642 0
"1369" 15644 0
"1370" 1565 0
"1371" 15653 0
"1372" 15657 0
"1373" 15658 0
"1374" 1566 0
"1375" 15663 0
"1376" 15665 0
"1377" 15673 0
"1378" 15675 0
"1379" 15687 0
"1380" 15691 0
"1381" 15692 0
"1382" 15693 0
"1383" 15694 0
"1384" 15699 0
"1385" 15703 0
"1386" 15709 0
"1387" 15733 0
"1388" 15734 0
"1389" 15738 0
"1390" 15741 0
"1391" 15744 0
"1392" 1575 0
"1393" 15751 0
"1394" 15753 0
"1395" 15758 0
"1396" 15765 0
"1397" 15766 0
"1398" 15767 0
"1399" 15772 0
"1400" 15778 0
"1401" 1578 0
"1402" 15782 0
"1403" 15789 0
"1404" 15802 0
"1405" 15808 0
"1406" 15810 0
"1407" 15814 0
"1408" 15815 0
"1409" 1582 0
"1410" 15831 0
"1411" 15832 0
"1412" 15837 0
"1413" 15838 0
"1414" 15845 0
"1415" 15846 0
"1416" 15851 0
"1417" 15859 0
"1418" 15865 0
"1419" 15874 0
"1420" 15875 0
"1421" 15889 0
"1422" 15891 0
"1423" 15894 0
"1424" 15897 0
"1425" 159 0
"1426" 15902 0
"1427" 15910 0
"1428" 15917 0
"1429" 15918 0
"1430" 15920 0
"1431" 15923 0
"1432" 15932 0
"1433" 15937 0
"1434" 15939 0
"1435" 15940 0
"1436" 15941 0
"1437" 15946 0
"1438" 15952 0
"1439" 15955 0
"1440" 15968 0
"1441" 15971 0
"1442" 15972 0
"1443" 15976 0
"1444" 15983 0
"1445" 15988 0
"1446" 15994 0
"1447" 15995 0
"1448" 15996 0
"1449" 16 0
"1450" 16009 0
"1451" 16011 0
"1452" 16013 0
"1453" 16015 0
"1454" 16019 0
"1455" 1602 0
"1456" 16022 0
"1457" 16032 0
"1458" 16033 0
"1459" 16046 0
"1460" 1605 0
"1461" 16053 0
"1462" 16059 0
"1463" 16061 0
"1464" 16064 0
"1465" 16076 0
"1466" 16089 0
"1467" 16096 0
"1468" 16105 0
"1469" 16111 0
"1470" 16114 0
"1471" 16122 0
"1472" 16126 0
"1473" 16129 0
"1474" 16130 0
"1475" 16135 0
"1476" 16140 0
"1477" 16152 0
"1478" 16158 0
"1479" 16159 0
"1480" 1616 0
"1481" 16160 0
"1482" 16166 0
"1483" 16171 0
"1484" 16172 0
"1485" 16178 0
"1486" 16182 0
"1487" 16186 0
"1488" 16195 0
"1489" 16204 0
"1490" 16205 0
"1491" 1621 0
"1492" 16212 0
"1493" 16233 0
"1494" 16240 0
"1495" 16243 0
"1496" 16245 0
"1497" 1625 0
"1498" 16257 0
"1499" 16259 0
