locus prob log10(PO) qval alpha fst
10271 0.00095005 -3.0218 0.99286 -3.7464e-05 0.018783
10272 0.00070004 -3.1546 0.99541 -4.3676e-05 0.018778
10278 0.00080004 -3.0965 0.99477 0.00023178 0.018785
10281 0.0011501 -2.9388 0.98727 -0.00070100 0.018770
10283 0.00090005 -3.0453 0.99367 -0.00065416 0.018770
10285 0.0010501 -2.9783 0.99065 -0.00036414 0.018777
10288 0.00085004 -3.0702 0.99432 0.00032218 0.018788
1030 0.0015001 -2.8232 0.96562 0.00020267 0.018799
10303 0.0011501 -2.9388 0.98727 -0.00076137 0.018768
10307 0.00085004 -3.0702 0.99432 -0.00017934 0.018778
10312 0.00095005 -3.0218 0.99286 -0.00040901 0.018777
10313 0.0013001 -2.8855 0.97962 0.00035319 0.018807
10314 0.0010001 -2.9995 0.99187 -0.00079334 0.018770
10315 0.0015001 -2.8232 0.96562 0.0012151 0.018824
10319 0.0012001 -2.9203 0.98483 -0.00033984 0.018775
10329 0.00060003 -3.2216 0.99579 -0.00044959 0.018774
10341 0.00040002 -3.3977 0.99605 -6.3371e-05 0.018777
10342 0.00045002 -3.3466 0.99603 -0.00010127 0.018776
10344 0.0010001 -2.9995 0.99187 0.00013667 0.018787
10345 0.00090005 -3.0453 0.99367 0.00030997 0.018787
10347 0.00080004 -3.0965 0.99477 0.00053501 0.018799
10352 0.0011001 -2.9581 0.98909 -0.00027045 0.018781
10355 0.00095005 -3.0218 0.99286 -3.7950e-05 0.018784
10364 0.0012001 -2.9203 0.98483 -0.00048439 0.018774
10366 0.00055003 -3.2594 0.99591 3.5862e-05 0.018779
10368 0.0012501 -2.9025 0.98256 -0.00086827 0.018767
1037 0.00085004 -3.0702 0.99432 -0.00016932 0.018777
10373 0.00085004 -3.0702 0.99432 -0.00052695 0.018775
10376 0.0044002 -2.3546 0.81763 0.0051183 0.018980
10379 0.0011001 -2.9581 0.98909 0.00047094 0.018790
10381 0.0012001 -2.9203 0.98483 -0.00091080 0.018768
10387 0.00095005 -3.0218 0.99286 3.1425e-05 0.018784
10388 0.0011001 -2.9581 0.98909 -0.00078174 0.018769
10390 0.00075004 -3.1246 0.99516 1.3921e-05 0.018786
10392 0.00060003 -3.2216 0.99579 -0.00025745 0.018774
10395 0.00080004 -3.0965 0.99477 -0.00049428 0.018772
10396 0.00085004 -3.0702 0.99432 -0.00015205 0.018778
10398 0.00075004 -3.1246 0.99516 0.00025659 0.018789
10404 0.00085004 -3.0702 0.99432 0.00040548 0.018789
1041 0.0016501 -2.7818 0.95039 -0.0012881 0.018763
10413 0.0012501 -2.9025 0.98256 -0.0011198 0.018766
10419 0.0012001 -2.9203 0.98483 -0.00057086 0.018775
1042 0.00060003 -3.2216 0.99579 8.0082e-06 0.018781
10429 0.00065003 -3.1868 0.99563 0.00014622 0.018781
10434 0.0013501 -2.8691 0.97659 -0.0011256 0.018767
10440 0.00095005 -3.0218 0.99286 -0.00043488 0.018776
10445 0.00050003 -3.3008 0.99598 -0.00033009 0.018775
10452 0.00080004 -3.0965 0.99477 1.5586e-06 0.018779
10460 0.0014001 -2.8532 0.97340 -0.00093604 0.018769
10464 0.00090005 -3.0453 0.99367 -0.00082406 0.018768
10466 0.00090005 -3.0453 0.99367 -0.00018522 0.018776
10467 0.00095005 -3.0218 0.99286 -9.0994e-05 0.018777
10474 0.00095005 -3.0218 0.99286 -0.00036933 0.018774
10477 0.00055003 -3.2594 0.99591 -0.00015576 0.018776
10478 0.00085004 -3.0702 0.99432 -0.00066792 0.018770
10484 0.00095005 -3.0218 0.99286 -0.00028229 0.018776
10486 0.00080004 -3.0965 0.99477 -0.00044204 0.018774
10490 0.00055003 -3.2594 0.99591 -0.00023330 0.018778
10492 0.0010501 -2.9783 0.99065 -0.00048751 0.018774
10498 0.00055003 -3.2594 0.99591 -7.7821e-05 0.018779
10500 0.00080004 -3.0965 0.99477 0.00012364 0.018788
10504 0.00095005 -3.0218 0.99286 0.00035144 0.018789
10505 0.00095005 -3.0218 0.99286 0.00088948 0.018806
10508 0.0010501 -2.9783 0.99065 -0.00061960 0.018772
10512 0.0010501 -2.9783 0.99065 0.00040737 0.018791
10513 0.00060003 -3.2216 0.99579 2.8853e-05 0.018779
10515 0.00090005 -3.0453 0.99367 -0.00043301 0.018774
10516 0.00070004 -3.1546 0.99541 0.00019440 0.018785
10517 0.00090005 -3.0453 0.99367 0.00033075 0.018787
10520 0.0010501 -2.9783 0.99065 0.00087099 0.018808
10521 0.0010001 -2.9995 0.99187 -0.00044322 0.018772
10527 0.0013001 -2.8855 0.97962 -0.0010538 0.018771
10529 0.00085004 -3.0702 0.99432 4.7190e-05 0.018780
1053 0.00075004 -3.1246 0.99516 -0.00054905 0.018772
10542 0.00090005 -3.0453 0.99367 4.0605e-06 0.018782
10548 0.00085004 -3.0702 0.99432 -0.00032506 0.018774
10553 0.00055003 -3.2594 0.99591 -0.00022726 0.018776
10562 0.0012001 -2.9203 0.98483 -0.00073077 0.018772
10564 0.00075004 -3.1246 0.99516 -0.00079895 0.018769
10565 0.0010001 -2.9995 0.99187 0.00059050 0.018797
10567 0.00060003 -3.2216 0.99579 0.00032469 0.018787
10569 0.0012001 -2.9203 0.98483 -0.00031353 0.018776
1057 0.0013501 -2.8691 0.97659 -0.0011849 0.018764
10571 0.0010001 -2.9995 0.99187 -0.00075344 0.018771
10579 0.0011001 -2.9581 0.98909 0.00038539 0.018791
1058 0.00065003 -3.1868 0.99563 0.00040681 0.018795
10587 0.00075004 -3.1246 0.99516 -0.00047597 0.018776
10589 0.0013501 -2.8691 0.97659 -0.0014061 0.018763
10591 0.00075004 -3.1246 0.99516 0.00018698 0.018785
10592 0.00095005 -3.0218 0.99286 6.2429e-05 0.018785
10598 0.00090005 -3.0453 0.99367 -0.00018291 0.018776
10604 0.0012501 -2.9025 0.98256 -0.00087251 0.018769
10605 0.0011001 -2.9581 0.98909 0.00011586 0.018786
10607 0.00070004 -3.1546 0.99541 0.00015519 0.018781
10620 0.00080004 -3.0965 0.99477 -6.3401e-05 0.018780
10624 0.0014001 -2.8532 0.97340 -0.00078283 0.018771
10631 0.0010001 -2.9995 0.99187 -0.00035784 0.018774
10635 0.00085004 -3.0702 0.99432 5.4244e-05 0.018781
10637 0.0014001 -2.8532 0.97340 -0.00081998 0.018770
1064 0.0010501 -2.9783 0.99065 -0.00072769 0.018771
10640 0.0010501 -2.9783 0.99065 -0.00063210 0.018772
10648 0.0011501 -2.9388 0.98727 -0.00060898 0.018771
10654 0.0011001 -2.9581 0.98909 -0.0011487 0.018766
10660 0.0011001 -2.9581 0.98909 -0.0010019 0.018767
10661 0.00090005 -3.0453 0.99367 -0.00029051 0.018775
10662 0.0012001 -2.9203 0.98483 -0.00057909 0.018775
10664 0.00070004 -3.1546 0.99541 -0.00024911 0.018775
10665 0.0010501 -2.9783 0.99065 8.4617e-05 0.018784
10682 0.0010001 -2.9995 0.99187 -6.4323e-05 0.018781
10689 0.0011501 -2.9388 0.98727 0.00016419 0.018785
10692 0.00085004 -3.0702 0.99432 0.00014342 0.018786
10693 0.0013001 -2.8855 0.97962 -0.0015578 0.018762
10700 0.0015001 -2.8232 0.96562 -0.0013220 0.018765
10704 0.00085004 -3.0702 0.99432 0.00059352 0.018799
10706 0.0020001 -2.6981 0.92535 0.0020210 0.018852
1071 0.0013501 -2.8691 0.97659 -0.0011043 0.018768
10711 0.0012501 -2.9025 0.98256 -0.00077293 0.018769
10715 0.0012001 -2.9203 0.98483 0.00098115 0.018811
10719 0.0011501 -2.9388 0.98727 -0.00053605 0.018772
1072 0.0014501 -2.8380 0.97022 0.00021942 0.018790
10721 0.0010001 -2.9995 0.99187 0.00047601 0.018792
10727 0.00080004 -3.0965 0.99477 -0.00020861 0.018775
10730 0.00075004 -3.1246 0.99516 -0.00032631 0.018775
10734 0.00075004 -3.1246 0.99516 0.00045597 0.018791
10743 0.00085004 -3.0702 0.99432 -0.00061431 0.018770
10752 0.00075004 -3.1246 0.99516 0.00012354 0.018784
10753 0.0010001 -2.9995 0.99187 0.00027268 0.018794
10763 0.0011001 -2.9581 0.98909 0.00070184 0.018800
10770 0.00060003 -3.2216 0.99579 -0.00043368 0.018772
10771 0.00080004 -3.0965 0.99477 -0.00020188 0.018779
10772 0.00085004 -3.0702 0.99432 -0.00023588 0.018776
10774 0.00070004 -3.1546 0.99541 0.00014258 0.018785
10783 0.00085004 -3.0702 0.99432 -2.9814e-05 0.018780
10786 0.0018501 -2.7320 0.93502 0.0011763 0.018824
10790 0.00055003 -3.2594 0.99591 -0.00021310 0.018774
10794 0.0011001 -2.9581 0.98909 -0.00077705 0.018770
10800 0.0010501 -2.9783 0.99065 0.00023320 0.018786
10801 0.00060003 -3.2216 0.99579 0.00010452 0.018782
10807 0.00090005 -3.0453 0.99367 0.00027307 0.018785
10817 0.00090005 -3.0453 0.99367 0.00032249 0.018788
10822 0.00075004 -3.1246 0.99516 3.8360e-05 0.018782
10823 0.0010501 -2.9783 0.99065 0.00049248 0.018793
10824 0.00085004 -3.0702 0.99432 -0.00050654 0.018771
10830 0.0010501 -2.9783 0.99065 -0.00037714 0.018772
10831 0.0012001 -2.9203 0.98483 0.00023432 0.018791
10832 0.0011001 -2.9581 0.98909 -0.00017979 0.018786
10834 0.00095005 -3.0218 0.99286 -0.00015275 0.018778
10843 0.00070004 -3.1546 0.99541 -0.00032745 0.018775
10850 0.00065003 -3.1868 0.99563 -0.00025686 0.018778
10858 0.00060003 -3.2216 0.99579 0.00019251 0.018783
1086 0.00075004 -3.1246 0.99516 -0.00010918 0.018782
10862 0.00050003 -3.3008 0.99598 -0.00033300 0.018774
1087 0.00055003 -3.2594 0.99591 -0.00015897 0.018776
10875 0.00045002 -3.3466 0.99603 -0.00017838 0.018776
10877 0.00095005 -3.0218 0.99286 -0.00052273 0.018772
10885 0.00070004 -3.1546 0.99541 4.7623e-05 0.018780
10887 0.0012501 -2.9025 0.98256 -0.0010306 0.018766
10888 0.00080004 -3.0965 0.99477 -0.00054647 0.018773
10891 0.0010001 -2.9995 0.99187 0.00030700 0.018786
10894 0.0014001 -2.8532 0.97340 0.0014206 0.018827
10895 0.00085004 -3.0702 0.99432 -0.00012027 0.018780
10897 0.0013501 -2.8691 0.97659 -0.0012659 0.018765
10898 0.00065003 -3.1868 0.99563 0.00023103 0.018784
1090 0.0010501 -2.9783 0.99065 0.00047159 0.018795
10904 0.0011501 -2.9388 0.98727 -0.00074602 0.018770
10909 0.00065003 -3.1868 0.99563 -0.00038543 0.018774
10914 0.00085004 -3.0702 0.99432 -2.9984e-05 0.018779
10915 0.00095005 -3.0218 0.99286 -3.7316e-05 0.018782
10917 0.00095005 -3.0218 0.99286 -0.00063556 0.018771
10921 0.0013001 -2.8855 0.97962 0.00080787 0.018803
10923 0.00085004 -3.0702 0.99432 5.0114e-05 0.018782
10926 0.0012001 -2.9203 0.98483 -0.00071146 0.018773
10927 0.0011501 -2.9388 0.98727 -0.00096587 0.018767
10931 0.0014001 -2.8532 0.97340 -0.0014155 0.018764
10932 0.00090005 -3.0453 0.99367 0.00041370 0.018790
10936 0.0014501 -2.8380 0.97022 -0.0013880 0.018764
10937 0.0010501 -2.9783 0.99065 -0.00025366 0.018775
10941 0.00060003 -3.2216 0.99579 -0.00019593 0.018777
10942 0.00045002 -3.3466 0.99603 -2.1548e-05 0.018777
10948 0.00075004 -3.1246 0.99516 -0.00037502 0.018774
10949 0.00055003 -3.2594 0.99591 -0.00026570 0.018776
10953 0.00055003 -3.2594 0.99591 -5.3389e-05 0.018778
1096 0.0013501 -2.8691 0.97659 -0.0011244 0.018765
10964 0.00095005 -3.0218 0.99286 -0.00046994 0.018773
10967 0.00090005 -3.0453 0.99367 0.00014778 0.018786
10970 0.00085004 -3.0702 0.99432 -0.00012909 0.018778
10974 0.00095005 -3.0218 0.99286 -0.00018376 0.018778
10975 0.00070004 -3.1546 0.99541 -0.00037461 0.018773
1098 0.00060003 -3.2216 0.99579 -6.7007e-05 0.018778
10980 0.00090005 -3.0453 0.99367 -0.00014582 0.018779
10995 0.00090005 -3.0453 0.99367 -0.00049318 0.018775
10997 0.00085004 -3.0702 0.99432 -0.00020508 0.018776
10998 0.0017001 -2.7688 0.94569 0.0017308 0.018850
11 0.0011001 -2.9581 0.98909 -0.00061396 0.018772
110 0.00060003 -3.2216 0.99579 -0.00026640 0.018774
11001 0.0010001 -2.9995 0.99187 -0.00049979 0.018773
1101 0.0011001 -2.9581 0.98909 -0.00065155 0.018772
11012 0.0017501 -2.7562 0.94113 0.0015836 0.018833
11015 0.00050003 -3.3008 0.99598 9.4041e-05 0.018781
11016 0.0011001 -2.9581 0.98909 0.00073557 0.018808
1102 0.00070004 -3.1546 0.99541 0.00017835 0.018783
11022 0.00030002 -3.5227 0.99607 8.0220e-06 0.018778
11025 0.00070004 -3.1546 0.99541 2.7969e-05 0.018780
11036 0.0022001 -2.6566 0.91710 0.0026936 0.018881
11038 0.0013001 -2.8855 0.97962 -0.00044406 0.018776
11039 0.00085004 -3.0702 0.99432 0.00022495 0.018786
1104 0.0027001 -2.5674 0.89403 0.0023843 0.018858
11045 0.00085004 -3.0702 0.99432 -0.00058124 0.018772
11047 0.0010501 -2.9783 0.99065 0.00055367 0.018802
11048 0.0011001 -2.9581 0.98909 0.00023172 0.018788
11053 0.00055003 -3.2594 0.99591 -1.1038e-05 0.018780
11055 0.0010001 -2.9995 0.99187 0.00021174 0.018789
11056 0.00070004 -3.1546 0.99541 -8.0120e-05 0.018779
11060 0.00050003 -3.3008 0.99598 0.00029177 0.018786
11061 0.0010001 -2.9995 0.99187 -0.00056248 0.018773
11062 0.00095005 -3.0218 0.99286 0.00048792 0.018791
11063 0.00095005 -3.0218 0.99286 0.00054043 0.018795
11066 0.00085004 -3.0702 0.99432 0.00021420 0.018786
1107 0.00090005 -3.0453 0.99367 -0.00094056 0.018767
11080 0.00060003 -3.2216 0.99579 0.00035167 0.018789
11082 0.0015501 -2.8090 0.96113 -0.0010493 0.018769
11094 0.00060003 -3.2216 0.99579 8.4287e-06 0.018778
11097 0.0011501 -2.9388 0.98727 0.00082518 0.018807
11099 0.0010001 -2.9995 0.99187 0.00024549 0.018789
111 0.0010001 -2.9995 0.99187 0.00037456 0.018793
11107 0.00075004 -3.1246 0.99516 2.9216e-05 0.018780
11109 0.00080004 -3.0965 0.99477 -0.00020441 0.018775
11114 0.0037002 -2.4302 0.85270 0.0042741 0.018932
1112 0.0010001 -2.9995 0.99187 0.00027434 0.018787
11129 0.00095005 -3.0218 0.99286 -0.00036240 0.018775
11131 0.00080004 -3.0965 0.99477 0.00015059 0.018785
11135 0.0012001 -2.9203 0.98483 -0.00073032 0.018771
11138 0.0015501 -2.8090 0.96113 0.0014506 0.018826
11139 0.00065003 -3.1868 0.99563 -7.4234e-05 0.018778
11145 0.00085004 -3.0702 0.99432 -0.00029437 0.018775
11152 0.0014501 -2.8380 0.97022 -0.0011127 0.018767
11153 0.00060003 -3.2216 0.99579 -0.00018009 0.018776
11154 0.00080004 -3.0965 0.99477 0.00037122 0.018789
11155 0.00065003 -3.1868 0.99563 -5.9414e-05 0.018778
11156 0.00060003 -3.2216 0.99579 -2.8769e-05 0.018777
11157 0.00090005 -3.0453 0.99367 -0.00029021 0.018774
11159 0.0021501 -2.6666 0.91933 0.0020771 0.018854
11160 0.00095005 -3.0218 0.99286 0.00025170 0.018786
11163 0.00060003 -3.2216 0.99579 2.7775e-05 0.018781
11164 0.00080004 -3.0965 0.99477 0.00026455 0.018788
11165 0.00085004 -3.0702 0.99432 -0.00049298 0.018774
11166 0.0014501 -2.8380 0.97022 0.00067388 0.018808
11167 0.0026501 -2.5756 0.89709 0.0026499 0.018869
11168 0.00090005 -3.0453 0.99367 -0.00039403 0.018773
11173 0.00085004 -3.0702 0.99432 0.00032228 0.018791
11177 0.00080004 -3.0965 0.99477 0.00020689 0.018784
11184 0.00065003 -3.1868 0.99563 -0.00046465 0.018771
11190 0.00060003 -3.2216 0.99579 -0.00021550 0.018775
11191 0.00055003 -3.2594 0.99591 -0.00040854 0.018773
11193 0.00085004 -3.0702 0.99432 0.00012966 0.018783
11200 0.00050003 -3.3008 0.99598 0.00018546 0.018782
11201 0.00080004 -3.0965 0.99477 -0.00011608 0.018779
11202 0.00085004 -3.0702 0.99432 -0.00071403 0.018769
11203 0.0010501 -2.9783 0.99065 -0.00045625 0.018772
11204 0.0012501 -2.9025 0.98256 -0.00094636 0.018770
11209 0.0011501 -2.9388 0.98727 0.00045268 0.018793
1121 0.00075004 -3.1246 0.99516 -0.00059223 0.018771
11214 0.0011001 -2.9581 0.98909 -0.00079753 0.018770
11218 0.0017001 -2.7688 0.94569 -0.0012265 0.018765
11219 0.00080004 -3.0965 0.99477 0.00022859 0.018789
11220 0.00095005 -3.0218 0.99286 -0.00047510 0.018773
11222 0.00075004 -3.1246 0.99516 -8.5661e-05 0.018779
11223 0.00075004 -3.1246 0.99516 5.0508e-05 0.018784
11229 0.0017501 -2.7562 0.94113 0.0013156 0.018823
11230 0.00075004 -3.1246 0.99516 3.5276e-05 0.018780
11233 0.0013501 -2.8691 0.97659 -0.00063596 0.018774
11236 0.00085004 -3.0702 0.99432 0.00016205 0.018783
11249 0.00055003 -3.2594 0.99591 0.00011338 0.018782
1125 0.00080004 -3.0965 0.99477 -0.00021838 0.018776
11253 0.00085004 -3.0702 0.99432 -0.00062163 0.018771
11254 0.00085004 -3.0702 0.99432 7.0956e-05 0.018783
11262 0.00065003 -3.1868 0.99563 -0.00023045 0.018774
11265 0.00075004 -3.1246 0.99516 1.2012e-05 0.018780
11275 0.00090005 -3.0453 0.99367 -0.00066416 0.018771
11276 0.0010501 -2.9783 0.99065 -0.00024038 0.018780
11280 0.0010001 -2.9995 0.99187 -0.00010161 0.018787
11285 0.0013501 -2.8691 0.97659 -2.8041e-05 0.018784
11286 0.00085004 -3.0702 0.99432 -0.00020713 0.018776
11288 0.0021501 -2.6666 0.91933 0.0016367 0.018832
11291 0.00070004 -3.1546 0.99541 -0.00014275 0.018776
11292 0.00050003 -3.3008 0.99598 0.00024403 0.018785
11294 0.0012001 -2.9203 0.98483 -0.00091215 0.018769
11299 0.0010501 -2.9783 0.99065 -0.00088508 0.018771
113 0.0011501 -2.9388 0.98727 0.00072564 0.018801
11303 0.00095005 -3.0218 0.99286 -8.8262e-05 0.018777
11304 0.00085004 -3.0702 0.99432 1.3451e-05 0.018779
1131 0.0010001 -2.9995 0.99187 0.00063161 0.018804
11315 0.00070004 -3.1546 0.99541 0.00017189 0.018782
11318 0.0011001 -2.9581 0.98909 -0.00065150 0.018770
11319 0.0014001 -2.8532 0.97340 -0.00013975 0.018783
11320 0.0063503 -2.1944 0.77565 0.0078667 0.019088
11325 0.0010001 -2.9995 0.99187 -0.00062700 0.018771
11328 0.00055003 -3.2594 0.99591 -6.6342e-05 0.018780
11331 0.00075004 -3.1246 0.99516 -0.00031610 0.018776
11342 0.00080004 -3.0965 0.99477 0.00013078 0.018782
11345 0.0011501 -2.9388 0.98727 -0.00049290 0.018774
11347 0.00080004 -3.0965 0.99477 7.0340e-05 0.018781
11354 0.0010501 -2.9783 0.99065 -0.00068002 0.018772
11356 0.0013501 -2.8691 0.97659 -0.0013048 0.018764
11361 0.0010501 -2.9783 0.99065 0.00094721 0.018813
11362 0.00065003 -3.1868 0.99563 -0.00032264 0.018774
11363 0.00095005 -3.0218 0.99286 -0.00018000 0.018779
11366 0.00075004 -3.1246 0.99516 -0.00040007 0.018772
11367 0.00060003 -3.2216 0.99579 0.00010618 0.018784
11368 0.022451 -1.6389 0.52474 0.031480 0.020015
11373 0.0015501 -2.8090 0.96113 -0.0011281 0.018767
11377 0.0013001 -2.8855 0.97962 3.8732e-05 0.018784
11382 0.0013501 -2.8691 0.97659 0.00085712 0.018802
11383 0.0017501 -2.7562 0.94113 -0.0016486 0.018762
11389 0.00090005 -3.0453 0.99367 -0.00044939 0.018774
11390 0.00080004 -3.0965 0.99477 -0.00010840 0.018779
11394 0.00075004 -3.1246 0.99516 0.00018775 0.018787
11397 0.00090005 -3.0453 0.99367 -0.00019880 0.018779
114 0.0013001 -2.8855 0.97962 -0.00039168 0.018778
1140 0.0011001 -2.9581 0.98909 0.00062341 0.018796
11401 0.00085004 -3.0702 0.99432 -0.00029651 0.018775
11405 0.0010001 -2.9995 0.99187 -0.00075232 0.018771
1141 0.0012501 -2.9025 0.98256 -0.00028050 0.018778
11415 0.0018001 -2.7439 0.93791 0.0016383 0.018830
11416 0.00085004 -3.0702 0.99432 4.2070e-05 0.018780
11417 0.0011501 -2.9388 0.98727 -0.00089767 0.018766
11421 0.0012001 -2.9203 0.98483 -0.00051044 0.018773
11422 0.0010001 -2.9995 0.99187 -0.00032663 0.018775
11423 0.0011501 -2.9388 0.98727 0.00063259 0.018796
11427 0.00095005 -3.0218 0.99286 -0.00034345 0.018775
11437 0.0016001 -2.7952 0.95565 -0.00086408 0.018768
11449 0.00080004 -3.0965 0.99477 -0.00029030 0.018775
11459 0.0010501 -2.9783 0.99065 -0.00061385 0.018770
1146 0.0011001 -2.9581 0.98909 -0.00025562 0.018779
11468 0.0010501 -2.9783 0.99065 -0.00049589 0.018773
11469 0.00070004 -3.1546 0.99541 -0.00040916 0.018777
11475 0.0010001 -2.9995 0.99187 0.00039474 0.018790
11480 0.00065003 -3.1868 0.99563 0.00012568 0.018785
11484 0.0011501 -2.9388 0.98727 0.00073165 0.018799
11489 0.0010501 -2.9783 0.99065 -0.00046237 0.018774
11494 0.00095005 -3.0218 0.99286 0.00011192 0.018787
11497 0.00060003 -3.2216 0.99579 -0.00022480 0.018775
11498 0.00085004 -3.0702 0.99432 -6.2098e-05 0.018780
115 0.00095005 -3.0218 0.99286 1.6485e-05 0.018783
1150 0.0011001 -2.9581 0.98909 0.00019741 0.018786
11500 0.00070004 -3.1546 0.99541 -0.00031838 0.018774
11505 0.00055003 -3.2594 0.99591 -4.3295e-05 0.018778
11506 0.0013501 -2.8691 0.97659 0.00079868 0.018806
11507 0.00070004 -3.1546 0.99541 0.00049240 0.018793
11510 0.00045002 -3.3466 0.99603 0.00018492 0.018785
11517 0.0011501 -2.9388 0.98727 -0.00067762 0.018772
11520 0.0011001 -2.9581 0.98909 -0.00081732 0.018769
11531 0.00095005 -3.0218 0.99286 -1.4026e-05 0.018780
11532 0.0012501 -2.9025 0.98256 0.00077466 0.018803
11535 0.00090005 -3.0453 0.99367 0.00065919 0.018798
11536 0.0087504 -2.0542 0.71314 0.011933 0.019256
11537 0.00075004 -3.1246 0.99516 -0.00013134 0.018777
11539 0.0010501 -2.9783 0.99065 -0.00076695 0.018769
11542 0.00080004 -3.0965 0.99477 -2.9667e-05 0.018783
11543 0.00085004 -3.0702 0.99432 1.7483e-05 0.018782
11545 0.00085004 -3.0702 0.99432 -0.00038696 0.018774
11549 0.00085004 -3.0702 0.99432 -0.00012978 0.018777
11557 0.00070004 -3.1546 0.99541 9.7926e-05 0.018783
11560 0.0011001 -2.9581 0.98909 0.00070367 0.018800
